date,state,county,categoryId,categoryName,visitIndex,visitsAbove65Index,visitsBelow65Index,rank
2020-03-12,California,Riverside County,4f4533804b9074f6e4fb0105,Elementary Schools,97,81,98,5
2020-03-12,California,Riverside County,4bf58dd8d48988d1c1941735,Mexican Restaurants,76,49,77,6
2020-03-12,California,Riverside County,4bf58dd8d48988d13d941735,High Schools,97,110,97,7
2020-03-12,California,Riverside County,4d954b0ea243a5684a65b473,Convenience Stores,90,71,90,8
2020-03-12,California,Riverside County,52f2ab2ebcbc57f1066b8b46,Supermarkets,117,104,118,9
2020-03-12,California,Riverside County,4bf58dd8d48988d163941735,Parks,68,56,69,10
2020-03-12,California,Riverside County,4bf58dd8d48988d1e0931735,Coffee Shops,75,73,75,11
2020-03-12,California,Riverside County,4bf58dd8d48988d10f951735,Pharmacies,90,71,91,12
2020-03-12,California,Riverside County,4bf58dd8d48988d130941735,Buildings,89,71,90,13
2020-03-12,California,Riverside County,4bf58dd8d48988d112951735,Hardware Stores,88,67,89,14
2020-03-12,California,Riverside County,52e816a6bcbc57f1066b7a54,Warehouse Stores,122,79,126,15
2020-03-12,California,Riverside County,4bf58dd8d48988d124951735,Automotive Shops,77,58,78,16
2020-03-12,California,Riverside County,4bf58dd8d48988d14e941735,American Restaurants,73,55,74,17
2020-03-12,California,Riverside County,52dea92d3cf9994f4e043dbb,Discount Stores,95,66,96,18
2020-03-12,California,Riverside County,4bf58dd8d48988d1fd941735,Shopping Malls,72,65,72,19
2020-03-12,California,Riverside County,4bf58dd8d48988d1fa931735,Hotels,74,59,75,20
2020-03-12,California,Riverside County,4bf58dd8d48988d1e6941735,Golf Courses,60,40,63,21
2020-03-12,California,Riverside County,4bf58dd8d48988d132941735,Churches,76,49,77,22
2020-03-12,California,Riverside County,4bf58dd8d48988d177941735,Doctor's Offices,86,93,86,23
2020-03-12,California,Riverside County,4bf58dd8d48988d1ca941735,Pizza Places,77,74,77,24
2020-03-12,California,Riverside County,4bf58dd8d48988d104941735,Medical Centers,79,69,79,25
2020-03-12,California,Riverside County,4bf58dd8d48988d175941735,Gyms or Fitness Centers,75,56,75,26
2020-03-12,California,Riverside County,4bf58dd8d48988d10a951735,Banks,81,63,82,27
2020-03-12,California,Riverside County,4bf58dd8d48988d124941735,Offices,86,54,87,28
2020-03-12,California,Riverside County,4f4533814b9074f6e4fb0106,Middle Schools,107,78,108,29
2020-03-12,California,Riverside County,4bf58dd8d48988d1f6941735,Department Stores,66,66,66,30
2020-03-12,California,Riverside County,4bf58dd8d48988d12f951735,Resorts,73,60,74,31
2020-03-12,California,Riverside County,4f2a210c4b9023bd5841ed28,Housing Developments,80,59,82,32
2020-03-12,California,Riverside County,4bf58dd8d48988d1c5941735,Sandwich Places,89,75,90,33
2020-03-12,California,Riverside County,4bf58dd8d48988d16c941735,Burger Joints,94,83,94,34
2020-03-12,California,Riverside County,4bf58dd8d48988d126941735,Government Buildings,78,88,77,35
2020-03-12,California,Riverside County,4bf58dd8d48988d17c941735,Casinos,75,51,77,36
2020-03-12,California,Riverside County,4bf58dd8d48988d110951735,Salons / Barbershops,94,106,93,37
2020-03-12,California,Riverside County,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),87,39,89,38
2020-03-12,California,Riverside County,4bf58dd8d48988d196941735,Hospitals,90,95,90,39
2020-03-12,California,Riverside County,4bf58dd8d48988d116941735,Bars,75,81,75,40
2020-03-12,California,Riverside County,4bf58dd8d48988d162941735,Other Great Outdoors,77,50,78,41
2020-03-12,California,Riverside County,4bf58dd8d48988d1ff941735,Miscellaneous Shops,86,89,85,42
2020-03-12,California,Riverside County,4bf58dd8d48988d143941735,Breakfast Spots,84,77,84,43
2020-03-12,California,Riverside County,4bf58dd8d48988d172941735,Post Offices,85,51,86,44
2020-03-12,California,Riverside County,4bf58dd8d48988d1a2941735,Community Colleges,89,60,90,45
2020-03-12,California,Riverside County,4bf58dd8d48988d145941735,Chinese Restaurants,79,101,78,46
2020-03-12,California,Riverside County,4bf58dd8d48988d13b941735,Schools,84,78,84,47
2020-03-12,California,Riverside County,5744ccdfe4b0c0459246b4dc,Shopping Plazas,84,56,85,48
2020-03-12,California,Riverside County,4bf58dd8d48988d159941735,Trails,65,38,67,49
2020-03-12,California,Riverside County,4eb1c1623b7b52c0e1adc2ec,Auto Dealerships,69,36,70,50
2020-03-12,California,Riverside County,4bf58dd8d48988d178941735,Dentist's Offices,94,83,94,51
2020-03-12,California,Riverside County,4bf58dd8d48988d110941735,Italian Restaurants,68,62,68,52
2020-03-12,California,Riverside County,4bf58dd8d48988d103951735,Clothing Stores,67,46,67,53
2020-03-12,California,Riverside County,4bf58dd8d48988d1c4941735,Restaurants,68,46,69,54
2020-03-12,California,Riverside County,4bf58dd8d48988d176941735,Gyms,67,41,69,55
2020-03-12,California,Riverside County,4d4ae6fc7a7b7dea34424761,Fried Chicken Joints,82,49,83,56
2020-03-12,California,Riverside County,4bf58dd8d48988d16a941735,Bakeries,85,45,88,56
2020-03-12,California,Riverside County,4bf58dd8d48988d161941735,Lakes,67,63,67,57
2020-03-12,California,Riverside County,52e81612bcbc57f1066b7a37,Distribution Centers,99,65,99,58
2020-03-12,California,Riverside County,4eb1bea83b7b6f98df247e06,Factories,95,102,94,59
2020-03-12,California,Riverside County,4bf58dd8d48988d15e941735,Pools,67,70,66,60
2020-03-12,California,Riverside County,4bf58dd8d48988d1c9941735,Ice Cream Shops,75,85,74,61
2020-03-12,California,Riverside County,4bf58dd8d48988d100951735,Pet Stores,84,69,85,61
2020-03-12,California,Riverside County,4bf58dd8d48988d101951735,Thrift / Vintage Stores,81,47,83,62
2020-03-12,California,Riverside County,4bf58dd8d48988d148941735,Donut Shops,88,78,89,63
2020-03-12,California,Riverside County,4c38df4de52ce0d596b336e1,Parking,95,77,97,64
2020-03-12,California,Riverside County,4bf58dd8d48988d1e7941735,Playgrounds,72,45,73,64
2020-03-12,California,Riverside County,52f2ab2ebcbc57f1066b8b1f,Shipping Stores,95,92,95,65
2020-03-12,California,Riverside County,4bf58dd8d48988d1a0941735,College Classrooms,81,49,82,66
2020-03-12,California,Riverside County,4bf58dd8d48988d186941735,Liquor Stores,74,39,76,67
2020-03-12,California,Riverside County,4bf58dd8d48988d1ed931735,Airports,70,67,71,68
2020-03-12,California,Riverside County,4bf58dd8d48988d1f8941735,Furniture / Home Stores,88,68,89,69
2020-03-12,California,Riverside County,50327c8591d4c4b30a586d5d,Breweries,62,39,62,69
2020-03-12,California,Riverside County,4bf58dd8d48988d1ae941735,Universities,57,34,58,70
2020-03-12,California,Riverside County,4f04b1572fb6e1c99f3db0bf,Storage Facilities,93,65,93,70
2020-03-12,California,Riverside County,4bf58dd8d48988d171941735,Event Spaces,81,63,82,71
2020-03-12,California,Riverside County,4bf58dd8d48988d1d2941735,Sushi Restaurants,78,38,80,72
2020-03-12,California,Riverside County,4bf58dd8d48988d10c951735,Cosmetics Shops,65,39,66,73
2020-03-12,California,Riverside County,4bf58dd8d48988d12f941735,Libraries,73,60,74,74
2020-03-12,California,Riverside County,4bf58dd8d48988d1cc941735,Steakhouses,76,51,78,74
2020-03-12,California,Riverside County,4bf58dd8d48988d15b941735,Farms,70,65,70,75
2020-03-12,California,Riverside County,4bf58dd8d48988d1ce941735,Seafood Restaurants,65,44,66,76
2020-03-12,California,Riverside County,4bf58dd8d48988d16d941735,Cafￃﾩs,79,54,81,76
2020-03-12,California,Riverside County,4bf58dd8d48988d1f1931735,General Entertainment,61,47,62,77
2020-03-12,California,Riverside County,4bf58dd8d48988d12b941735,Courthouses,84,60,85,78
2020-03-12,California,Riverside County,4bf58dd8d48988d1f2941735,Sporting Goods Shops,75,80,74,78
2020-03-12,California,Riverside County,4bf58dd8d48988d197941735,College Administrative Buildings,95,88,95,79
2020-03-12,California,Riverside County,4bf58dd8d48988d12e941735,Police Stations,112,83,113,80
2020-03-12,California,Riverside County,4bf58dd8d48988d142941735,Asian Restaurants,86,57,87,80
2020-03-12,California,Riverside County,4bf58dd8d48988d1ed941735,Spas,72,48,74,81
2020-03-12,California,Riverside County,4f04afc02fb6e1c99f3db0bc,Mobile Phone Shops,87,50,88,82
2020-03-12,California,Riverside County,4bf58dd8d48988d129941735,City Halls,80,49,81,83
2020-03-12,California,Riverside County,4bf58dd8d48988d17f941735,Movie Theaters,64,95,63,83
2020-03-12,California,Riverside County,52e81612bcbc57f1066b7a36,Warehouses,89,48,90,84
2020-03-12,California,Riverside County,4bf58dd8d48988d120951735,Food Courts,86,40,89,85
2020-03-12,California,Riverside County,57558b36e4b065ecebd306dd,Truck Stops,83,104,82,85
2020-03-13,California,Riverside County,4bf58dd8d48988d118951735,Grocery Stores,161,143,162,1
2020-03-13,California,Riverside County,4bf58dd8d48988d16e941735,Fast Food Restaurants,102,89,102,2
2020-03-13,California,Riverside County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,140,122,140,3
2020-03-13,California,Riverside County,4bf58dd8d48988d113951735,Gas Stations,96,92,97,4
2020-03-13,California,Riverside County,4bf58dd8d48988d1c1941735,Mexican Restaurants,94,81,94,5
2020-03-13,California,Riverside County,52f2ab2ebcbc57f1066b8b46,Supermarkets,158,128,160,6
2020-03-13,California,Riverside County,4f4533804b9074f6e4fb0105,Elementary Schools,98,87,98,7
2020-03-13,California,Riverside County,4bf58dd8d48988d10f951735,Pharmacies,136,114,137,8
2020-03-13,California,Riverside County,4d954b0ea243a5684a65b473,Convenience Stores,95,102,94,9
2020-03-13,California,Riverside County,4bf58dd8d48988d1e0931735,Coffee Shops,89,78,90,10
2020-03-13,California,Riverside County,4bf58dd8d48988d112951735,Hardware Stores,124,102,125,11
2020-03-13,California,Riverside County,4bf58dd8d48988d163941735,Parks,79,57,79,12
2020-03-13,California,Riverside County,52e816a6bcbc57f1066b7a54,Warehouse Stores,152,110,155,13
2020-03-13,California,Riverside County,4bf58dd8d48988d13d941735,High Schools,98,87,98,14
2020-03-13,California,Riverside County,52dea92d3cf9994f4e043dbb,Discount Stores,136,120,136,15
2020-03-13,California,Riverside County,4bf58dd8d48988d124951735,Automotive Shops,90,81,91,16
2020-03-13,California,Riverside County,4bf58dd8d48988d1fd941735,Shopping Malls,88,95,88,17
2020-03-13,California,Riverside County,4bf58dd8d48988d14e941735,American Restaurants,80,72,81,18
2020-03-13,California,Riverside County,4bf58dd8d48988d1e6941735,Golf Courses,80,73,81,19
2020-03-13,California,Riverside County,4bf58dd8d48988d130941735,Buildings,89,69,90,20
2020-03-13,California,Riverside County,4bf58dd8d48988d1fa931735,Hotels,76,69,76,21
2020-03-13,California,Riverside County,4bf58dd8d48988d10a951735,Banks,94,79,94,22
2020-03-13,California,Riverside County,4bf58dd8d48988d1ca941735,Pizza Places,85,55,86,23
2020-03-13,California,Riverside County,4bf58dd8d48988d132941735,Churches,83,68,84,24
2020-03-13,California,Riverside County,4bf58dd8d48988d1f6941735,Department Stores,85,73,85,24
2020-03-13,California,Riverside County,4bf58dd8d48988d177941735,Doctor's Offices,95,106,94,25
2020-03-13,California,Riverside County,4bf58dd8d48988d104941735,Medical Centers,90,73,91,26
2020-03-13,California,Riverside County,4bf58dd8d48988d175941735,Gyms or Fitness Centers,90,74,91,27
2020-03-13,California,Riverside County,4bf58dd8d48988d12f951735,Resorts,83,78,84,28
2020-03-13,California,Riverside County,4bf58dd8d48988d124941735,Offices,98,78,99,29
2020-03-13,California,Riverside County,4f2a210c4b9023bd5841ed28,Housing Developments,95,79,96,30
2020-03-13,California,Riverside County,4bf58dd8d48988d1c5941735,Sandwich Places,96,93,96,31
2020-03-13,California,Riverside County,4bf58dd8d48988d16c941735,Burger Joints,96,81,96,32
2020-03-13,California,Riverside County,4bf58dd8d48988d110951735,Salons / Barbershops,105,119,105,33
2020-03-13,California,Riverside County,4bf58dd8d48988d116941735,Bars,85,82,85,34
2020-03-13,California,Riverside County,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),99,75,99,35
2020-03-13,California,Riverside County,4f4533814b9074f6e4fb0106,Middle Schools,115,81,115,36
2020-03-13,California,Riverside County,5744ccdfe4b0c0459246b4dc,Shopping Plazas,109,132,108,37
2020-03-13,California,Riverside County,4bf58dd8d48988d145941735,Chinese Restaurants,93,75,93,38
2020-03-13,California,Riverside County,4bf58dd8d48988d17c941735,Casinos,67,53,67,39
2020-03-13,California,Riverside County,4bf58dd8d48988d172941735,Post Offices,101,80,102,40
2020-03-13,California,Riverside County,4bf58dd8d48988d1ff941735,Miscellaneous Shops,93,77,93,41
2020-03-13,California,Riverside County,4bf58dd8d48988d143941735,Breakfast Spots,82,67,83,42
2020-03-13,California,Riverside County,4bf58dd8d48988d126941735,Government Buildings,80,78,80,43
2020-03-13,California,Riverside County,4bf58dd8d48988d162941735,Other Great Outdoors,82,91,81,44
2020-03-13,California,Riverside County,4bf58dd8d48988d110941735,Italian Restaurants,83,75,83,45
2020-03-13,California,Riverside County,4bf58dd8d48988d1c4941735,Restaurants,83,85,83,46
2020-03-13,California,Riverside County,4bf58dd8d48988d100951735,Pet Stores,144,119,145,47
2020-03-13,California,Riverside County,4bf58dd8d48988d159941735,Trails,80,84,80,48
2020-03-13,California,Riverside County,4bf58dd8d48988d13b941735,Schools,94,81,94,49
2020-03-13,California,Riverside County,4bf58dd8d48988d196941735,Hospitals,85,60,86,50
2020-03-13,California,Riverside County,4eb1c1623b7b52c0e1adc2ec,Auto Dealerships,78,75,79,51
2020-03-13,California,Riverside County,50327c8591d4c4b30a586d5d,Breweries,98,68,99,52
2020-03-13,California,Riverside County,4d4ae6fc7a7b7dea34424761,Fried Chicken Joints,92,117,91,53
2020-03-13,California,Riverside County,4bf58dd8d48988d103951735,Clothing Stores,67,56,67,53
2020-03-13,California,Riverside County,4bf58dd8d48988d161941735,Lakes,86,71,87,54
2020-03-13,California,Riverside County,4bf58dd8d48988d1c9941735,Ice Cream Shops,93,78,93,55
2020-03-13,California,Riverside County,4bf58dd8d48988d186941735,Liquor Stores,103,98,103,56
2020-03-13,California,Riverside County,4bf58dd8d48988d10c951735,Cosmetics Shops,93,83,93,57
2020-03-13,California,Riverside County,4bf58dd8d48988d16a941735,Bakeries,80,49,81,58
2020-03-13,California,Riverside County,4bf58dd8d48988d1d2941735,Sushi Restaurants,82,76,82,59
2020-03-13,California,Riverside County,4bf58dd8d48988d176941735,Gyms,77,69,78,60
2020-03-13,California,Riverside County,4bf58dd8d48988d15e941735,Pools,71,102,68,61
2020-03-13,California,Riverside County,4eb1bea83b7b6f98df247e06,Factories,109,111,109,62
2020-03-13,California,Riverside County,4bf58dd8d48988d148941735,Donut Shops,95,97,95,63
2020-03-13,California,Riverside County,4bf58dd8d48988d1ce941735,Seafood Restaurants,83,70,83,64
2020-03-13,California,Riverside County,4bf58dd8d48988d178941735,Dentist's Offices,93,103,92,64
2020-03-13,California,Riverside County,52f2ab2ebcbc57f1066b8b1f,Shipping Stores,106,82,107,65
2020-03-13,California,Riverside County,50be8ee891d4fa8dcc7199a7,Markets,198,159,199,66
2020-03-13,California,Riverside County,4bf58dd8d48988d1cc941735,Steakhouses,75,69,76,67
2020-03-13,California,Riverside County,4f04b1572fb6e1c99f3db0bf,Storage Facilities,107,104,108,67
2020-03-13,California,Riverside County,4bf58dd8d48988d16d941735,Cafￃﾩs,94,61,96,68
2020-03-13,California,Riverside County,4bf58dd8d48988d122951735,Electronics Stores,132,71,135,69
2020-03-13,California,Riverside County,4bf58dd8d48988d101951735,Thrift / Vintage Stores,85,48,88,69
2020-03-13,California,Riverside County,4bf58dd8d48988d1e7941735,Playgrounds,74,58,74,69
2020-03-13,California,Riverside County,52e81612bcbc57f1066b7a37,Distribution Centers,86,56,86,70
2020-03-13,California,Riverside County,4c38df4de52ce0d596b336e1,Parking,98,122,97,71
2020-03-13,California,Riverside County,4bf58dd8d48988d1f8941735,Furniture / Home Stores,85,64,87,71
2020-03-13,California,Riverside County,4bf58dd8d48988d1f2941735,Sporting Goods Shops,87,90,87,72
2020-03-13,California,Riverside County,4bf58dd8d48988d1ed941735,Spas,94,81,94,73
2020-03-13,California,Riverside County,4bf58dd8d48988d1ed931735,Airports,68,54,69,74
2020-03-13,California,Riverside County,4f04afc02fb6e1c99f3db0bc,Mobile Phone Shops,107,49,110,74
2020-03-13,California,Riverside County,4bf58dd8d48988d14b941735,Wineries,73,70,74,75
2020-03-13,California,Riverside County,4bf58dd8d48988d171941735,Event Spaces,82,70,82,75
2020-03-13,California,Riverside County,4bf58dd8d48988d1f1931735,General Entertainment,64,54,65,75
2020-03-13,California,Riverside County,4bf58dd8d48988d1a0941735,College Classrooms,92,67,92,76
2020-03-13,California,Riverside County,4bf58dd8d48988d17f941735,Movie Theaters,52,41,53,76
2020-03-13,California,Riverside County,4bf58dd8d48988d15b941735,Farms,73,81,73,77
2020-03-13,California,Riverside County,4bf58dd8d48988d1e8941735,Baseball Fields,75,68,75,78
2020-03-13,California,Riverside County,4bf58dd8d48988d12f941735,Libraries,85,51,86,78
2020-03-13,California,Riverside County,4bf58dd8d48988d151941735,Taco Places,79,40,80,79
2020-03-13,California,Riverside County,57558b36e4b065ecebd306dd,Truck Stops,101,60,101,80
2020-03-13,California,Riverside County,4bf58dd8d48988d1ae941735,Universities,59,25,59,81
2020-03-13,California,Riverside County,4bf58dd8d48988d120951735,Food Courts,87,62,89,82
2020-03-13,California,Riverside County,4bf58dd8d48988d1a2941735,Community Colleges,78,59,78,83
2020-03-13,California,Riverside County,4bf58dd8d48988d15f941735,Fields,128,101,129,84
2020-03-13,California,Riverside County,4d954af4a243a5684765b473,Veterinarians,90,67,91,84
2020-03-13,California,Riverside County,4bf58dd8d48988d147941735,Diners,91,61,93,85
2020-03-13,California,Riverside County,4bf58dd8d48988d149941735,Thai Restaurants,80,43,81,85
2020-03-13,California,Riverside County,4bf58dd8d48988d142941735,Asian Restaurants,71,48,72,86
2020-03-13,California,Riverside County,4bf58dd8d48988d14a941735,Vietnamese Restaurants,112,55,114,87
2020-03-13,California,Riverside County,4bf58dd8d48988d1f6931735,General Travel,90,86,90,88
2020-03-13,California,Riverside County,4f04aa0c2fb6e1c99f3db0b8,Nail Salons,106,84,107,89
2020-03-13,California,Riverside County,52c71aaf3cf9994f4e043d17,Marijuana Dispensaries,78,72,79,90
2020-03-13,California,Riverside County,4f4531b14b9074f6e4fb0103,Medical Labs,94,66,96,91
2020-03-13,California,Riverside County,4bf58dd8d48988d12b941735,Courthouses,83,85,83,92
2020-03-13,California,Riverside County,4bf58dd8d48988d1e4941735,Campgrounds,70,63,71,92
2020-03-13,California,Riverside County,4bf58dd8d48988d129941735,City Halls,101,107,100,93
2020-03-13,California,Riverside County,4bf58dd8d48988d1df931735,BBQ Joints,69,31,71,94
2020-03-13,California,Riverside County,4bf58dd8d48988d118941735,Dive Bars,92,100,92,94
2020-03-13,California,Riverside County,5032850891d4c4b30a586d62,Credit Unions,77,70,78,95
2020-03-13,California,Riverside County,4bf58dd8d48988d121951735,Paper / Office Supplies Stores,107,77,108,95
2020-03-13,California,Riverside County,4f04ae1f2fb6e1c99f3db0ba,Car Washes,56,71,55,96
2020-03-13,California,Riverside County,4bf58dd8d48988d164941735,Plazas,90,89,91,97
2020-03-14,California,Riverside County,4bf58dd8d48988d118951735,Grocery Stores,142,132,142,1
2020-03-14,California,Riverside County,4bf58dd8d48988d16e941735,Fast Food Restaurants,85,76,85,2
2020-03-14,California,Riverside County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,111,102,111,3
2020-03-14,California,Riverside County,4bf58dd8d48988d113951735,Gas Stations,89,91,89,4
2020-03-14,California,Riverside County,4bf58dd8d48988d1c1941735,Mexican Restaurants,86,80,86,5
2020-03-14,California,Riverside County,4bf58dd8d48988d10f951735,Pharmacies,141,133,142,6
2020-03-14,California,Riverside County,52f2ab2ebcbc57f1066b8b46,Supermarkets,127,97,128,7
2020-03-14,California,Riverside County,4bf58dd8d48988d112951735,Hardware Stores,112,96,112,8
2020-03-14,California,Riverside County,4bf58dd8d48988d1e0931735,Coffee Shops,85,72,86,9
2020-03-14,California,Riverside County,4d954b0ea243a5684a65b473,Convenience Stores,87,77,87,10
2020-03-14,California,Riverside County,4bf58dd8d48988d163941735,Parks,67,67,67,11
2020-03-14,California,Riverside County,52dea92d3cf9994f4e043dbb,Discount Stores,141,128,141,12
2020-03-14,California,Riverside County,52e816a6bcbc57f1066b7a54,Warehouse Stores,108,76,109,13
2020-03-14,California,Riverside County,4bf58dd8d48988d14e941735,American Restaurants,72,59,73,14
2020-03-14,California,Riverside County,4bf58dd8d48988d1fd941735,Shopping Malls,69,66,69,15
2020-03-14,California,Riverside County,4bf58dd8d48988d1e6941735,Golf Courses,85,74,86,16
2020-03-14,California,Riverside County,4bf58dd8d48988d124951735,Automotive Shops,86,79,86,17
2020-03-14,California,Riverside County,4bf58dd8d48988d1fa931735,Hotels,65,55,65,18
2020-03-14,California,Riverside County,4bf58dd8d48988d1ca941735,Pizza Places,84,74,84,19
2020-03-14,California,Riverside County,4bf58dd8d48988d1f6941735,Department Stores,77,63,78,20
2020-03-14,California,Riverside County,4f4533804b9074f6e4fb0105,Elementary Schools,88,89,88,21
2020-03-14,California,Riverside County,4bf58dd8d48988d132941735,Churches,72,61,73,22
2020-03-14,California,Riverside County,4bf58dd8d48988d12f951735,Resorts,89,80,89,23
2020-03-14,California,Riverside County,4bf58dd8d48988d130941735,Buildings,89,61,90,24
2020-03-14,California,Riverside County,4bf58dd8d48988d10a951735,Banks,75,66,75,25
2020-03-14,California,Riverside County,4bf58dd8d48988d17c941735,Casinos,62,53,63,26
2020-03-14,California,Riverside County,4bf58dd8d48988d116941735,Bars,84,58,85,27
2020-03-14,California,Riverside County,4bf58dd8d48988d143941735,Breakfast Spots,83,100,83,28
2020-03-14,California,Riverside County,4bf58dd8d48988d175941735,Gyms or Fitness Centers,80,73,81,29
2020-03-14,California,Riverside County,4f2a210c4b9023bd5841ed28,Housing Developments,84,73,85,30
2020-03-14,California,Riverside County,4bf58dd8d48988d159941735,Trails,88,73,88,31
2020-03-14,California,Riverside County,4bf58dd8d48988d13d941735,High Schools,57,47,57,32
2020-03-14,California,Riverside County,4bf58dd8d48988d16c941735,Burger Joints,84,91,83,33
2020-03-14,California,Riverside County,4bf58dd8d48988d110951735,Salons / Barbershops,87,97,86,34
2020-03-14,California,Riverside County,4bf58dd8d48988d103951735,Clothing Stores,71,56,72,35
2020-03-14,California,Riverside County,5744ccdfe4b0c0459246b4dc,Shopping Plazas,94,84,95,36
2020-03-14,California,Riverside County,4bf58dd8d48988d1c5941735,Sandwich Places,77,83,77,37
2020-03-14,California,Riverside County,4bf58dd8d48988d145941735,Chinese Restaurants,83,72,83,38
2020-03-14,California,Riverside County,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),81,68,81,39
2020-03-14,California,Riverside County,4bf58dd8d48988d162941735,Other Great Outdoors,74,81,74,39
2020-03-14,California,Riverside County,4bf58dd8d48988d110941735,Italian Restaurants,79,71,80,40
2020-03-14,California,Riverside County,4bf58dd8d48988d1ff941735,Miscellaneous Shops,75,69,75,41
2020-03-14,California,Riverside County,4bf58dd8d48988d1c4941735,Restaurants,74,56,75,42
2020-03-14,California,Riverside County,4bf58dd8d48988d100951735,Pet Stores,112,132,111,43
2020-03-14,California,Riverside County,4bf58dd8d48988d14b941735,Wineries,75,96,75,44
2020-03-14,California,Riverside County,4bf58dd8d48988d161941735,Lakes,75,50,76,45
2020-03-14,California,Riverside County,4bf58dd8d48988d186941735,Liquor Stores,111,91,111,46
2020-03-14,California,Riverside County,4bf58dd8d48988d1f8941735,Furniture / Home Stores,93,97,93,47
2020-03-14,California,Riverside County,4bf58dd8d48988d16a941735,Bakeries,100,127,99,48
2020-03-14,California,Riverside County,4bf58dd8d48988d172941735,Post Offices,89,65,90,49
2020-03-14,California,Riverside County,4bf58dd8d48988d104941735,Medical Centers,72,50,73,50
2020-03-14,California,Riverside County,4bf58dd8d48988d1c9941735,Ice Cream Shops,89,83,89,51
2020-03-14,California,Riverside County,50327c8591d4c4b30a586d5d,Breweries,80,94,79,52
2020-03-14,California,Riverside County,4bf58dd8d48988d10c951735,Cosmetics Shops,78,72,79,53
2020-03-14,California,Riverside County,4bf58dd8d48988d17f941735,Movie Theaters,56,36,57,53
2020-03-14,California,Riverside County,4eb1c1623b7b52c0e1adc2ec,Auto Dealerships,75,47,76,54
2020-03-14,California,Riverside County,4d4ae6fc7a7b7dea34424761,Fried Chicken Joints,81,107,81,55
2020-03-14,California,Riverside County,4bf58dd8d48988d176941735,Gyms,85,128,83,56
2020-03-14,California,Riverside County,4bf58dd8d48988d1f1931735,General Entertainment,60,65,60,57
2020-03-14,California,Riverside County,4bf58dd8d48988d15e941735,Pools,61,54,62,58
2020-03-14,California,Riverside County,4bf58dd8d48988d148941735,Donut Shops,97,66,98,59
2020-03-14,California,Riverside County,50be8ee891d4fa8dcc7199a7,Markets,177,115,178,60
2020-03-14,California,Riverside County,4bf58dd8d48988d1e7941735,Playgrounds,65,60,65,61
2020-03-14,California,Riverside County,4bf58dd8d48988d177941735,Doctor's Offices,86,112,85,62
2020-03-14,California,Riverside County,4bf58dd8d48988d101951735,Thrift / Vintage Stores,71,55,72,63
2020-03-14,California,Riverside County,4bf58dd8d48988d1ce941735,Seafood Restaurants,76,54,77,64
2020-03-14,California,Riverside County,4f04afc02fb6e1c99f3db0bc,Mobile Phone Shops,96,71,97,65
2020-03-14,California,Riverside County,4bf58dd8d48988d1f2941735,Sporting Goods Shops,83,46,85,65
2020-03-14,California,Riverside County,4bf58dd8d48988d1cc941735,Steakhouses,65,50,65,65
2020-03-14,California,Riverside County,4bf58dd8d48988d171941735,Event Spaces,84,107,83,66
2020-03-14,California,Riverside County,4bf58dd8d48988d124941735,Offices,73,65,73,67
2020-03-14,California,Riverside County,4bf58dd8d48988d15b941735,Farms,86,40,87,68
2020-03-14,California,Riverside County,4bf58dd8d48988d122951735,Electronics Stores,92,69,93,69
2020-03-14,California,Riverside County,4bf58dd8d48988d1e4941735,Campgrounds,86,80,86,69
2020-03-14,California,Riverside County,4bf58dd8d48988d16d941735,Cafￃﾩs,71,46,72,69
2020-03-14,California,Riverside County,4bf58dd8d48988d151941735,Taco Places,93,120,92,70
2020-03-14,California,Riverside County,4bf58dd8d48988d196941735,Hospitals,62,26,64,71
2020-03-14,California,Riverside County,4bf58dd8d48988d126941735,Government Buildings,82,79,82,72
2020-03-14,California,Riverside County,4bf58dd8d48988d1d2941735,Sushi Restaurants,62,32,63,73
2020-03-14,California,Riverside County,4f04b1572fb6e1c99f3db0bf,Storage Facilities,92,97,92,74
2020-03-14,California,Riverside County,4f4533814b9074f6e4fb0106,Middle Schools,80,84,79,74
2020-03-14,California,Riverside County,4bf58dd8d48988d147941735,Diners,105,69,108,75
2020-03-14,California,Riverside County,4c38df4de52ce0d596b336e1,Parking,73,38,75,75
2020-03-14,California,Riverside County,4d954af4a243a5684765b473,Veterinarians,99,102,99,76
2020-03-14,California,Riverside County,4bf58dd8d48988d1ed941735,Spas,84,88,84,76
2020-03-14,California,Riverside County,4bf58dd8d48988d1ed931735,Airports,65,67,65,77
2020-03-14,California,Riverside County,5744ccdfe4b0c0459246b4df,Outlet Malls,96,43,97,77
2020-03-14,California,Riverside County,52f2ab2ebcbc57f1066b8b1f,Shipping Stores,103,75,104,78
2020-03-14,California,Riverside County,4bf58dd8d48988d1df931735,BBQ Joints,79,64,79,79
2020-03-14,California,Riverside County,4bf58dd8d48988d120951735,Food Courts,76,80,76,79
2020-03-14,California,Riverside County,4bf58dd8d48988d121951735,Paper / Office Supplies Stores,136,87,140,80
2020-03-14,California,Riverside County,57558b36e4b065ecebd306dd,Truck Stops,114,121,113,81
